Frame,Track_ID,Class_Name,X,Y,W,H
395,63,person,281,576,357,390
395,64,chair,492,633,143,277
395,75,potted plant,982,371,149,267
395,85,vase,1225,476,75,188
396,58,chair,606,767,374,561
396,59,chair,1389,795,335,551
396,60,potted plant,982,321,147,162
396,62,dining table,1005,763,711,600
396,63,person,281,576,357,391
396,64,chair,492,630,143,270
396,75,potted plant,982,371,149,267
396,85,vase,1226,476,75,188
397,58,chair,607,767,373,561
397,59,chair,1390,795,336,551
397,60,potted plant,982,321,147,162
397,62,dining table,1005,764,711,601
397,63,person,281,576,357,391
397,64,chair,492,634,143,278
397,75,potted plant,982,371,149,267
397,85,vase,1226,476,74,188
398,58,chair,606,768,374,561
398,59,chair,1390,794,336,551
398,60,potted plant,982,321,147,162
398,62,dining table,1006,765,713,602
398,63,person,281,576,357,391
398,64,chair,492,639,143,287
398,75,potted plant,982,371,149,267
398,85,vase,1225,476,76,188
399,58,chair,606,769,374,562
399,59,chair,1391,794,337,551
399,60,potted plant,982,320,148,164
399,62,dining table,1006,765,715,603
399,63,person,281,576,357,391
399,64,chair,492,641,143,291
399,75,potted plant,982,371,150,267
399,85,vase,1225,476,76,188
400,58,chair,606,769,373,564
400,59,chair,1390,795,336,551
400,60,potted plant,982,320,148,163
400,62,dining table,1006,765,715,603
400,63,person,281,576,357,391
400,64,chair,492,642,143,291
400,75,potted plant,982,371,150,267
400,85,vase,1225,476,76,188
401,58,chair,606,769,373,564
401,59,chair,1390,795,336,551
401,60,potted plant,982,320,147,163
401,62,dining table,1006,765,715,603
401,63,person,281,576,357,390
401,64,chair,492,641,143,290
401,75,potted plant,983,371,149,267
401,85,vase,1225,476,76,188
402,58,chair,607,769,373,562
402,59,chair,1392,794,335,550
402,60,potted plant,983,320,147,163
402,62,dining table,1006,764,715,601
402,63,person,281,576,357,390
402,64,chair,492,639,142,286
402,75,potted plant,983,371,149,267
402,85,vase,1225,475,76,188
403,58,chair,607,768,373,561
403,59,chair,1392,794,334,550
403,60,potted plant,982,320,147,163
403,62,dining table,1005,764,715,601
403,63,person,281,576,358,390
403,64,chair,492,640,142,288
403,75,potted plant,983,371,149,267
403,85,vase,1225,475,75,188
404,58,chair,606,768,373,561
404,59,chair,1393,793,335,550
404,60,potted plant,983,320,148,163
404,62,dining table,1006,764,715,602
404,63,person,281,576,357,390
404,64,chair,492,641,143,290
404,75,potted plant,983,371,150,267
404,85,vase,1226,475,73,188
405,58,chair,607,769,374,563
405,59,chair,1391,794,336,551
405,60,potted plant,982,320,148,163
405,62,dining table,1006,765,714,602
405,63,person,281,576,357,390
405,64,chair,492,640,143,289
405,75,potted plant,983,371,150,268
405,85,vase,1226,475,72,188
406,58,chair,607,769,374,563
406,59,chair,1391,794,336,551
406,60,potted plant,982,320,148,163
406,62,dining table,1006,765,713,603
406,63,person,281,575,357,389
406,64,chair,492,640,143,289
406,75,potted plant,982,371,150,268
406,85,vase,1226,476,72,187
407,58,chair,607,769,373,562
407,59,chair,1391,794,335,551
407,60,potted plant,982,320,149,165
407,62,dining table,1007,765,715,601
407,63,person,281,576,357,389
407,64,chair,492,642,143,291
407,75,potted plant,982,371,150,268
407,85,vase,1226,475,72,186
408,58,chair,607,769,373,562
408,59,chair,1390,794,335,551
408,60,potted plant,982,320,148,164
408,62,dining table,1007,764,715,600
408,63,person,281,576,357,390
408,64,chair,492,642,143,292
408,75,potted plant,982,371,150,267
408,85,vase,1226,475,72,187
409,58,chair,606,769,373,562
409,59,chair,1390,794,335,551
409,60,potted plant,982,320,147,163
409,62,dining table,1007,764,715,599
409,63,person,282,576,358,391
409,64,chair,492,642,143,292
409,75,potted plant,982,371,149,268
409,85,vase,1226,475,73,187
410,58,chair,606,769,373,560
410,59,chair,1390,794,336,552
410,60,potted plant,982,320,147,163
410,62,dining table,1007,764,715,598
410,63,person,281,576,358,391
410,64,chair,492,642,144,293
410,75,potted plant,982,371,149,268
410,85,vase,1226,475,72,187
411,58,chair,606,768,374,560
411,59,chair,1390,794,336,552
411,60,potted plant,982,320,147,163
411,62,dining table,1007,764,715,599
411,63,person,281,576,358,390
411,64,chair,492,642,144,292
411,75,potted plant,982,371,149,268
411,85,vase,1226,475,72,188
412,58,chair,606,769,374,562
412,59,chair,1392,794,335,550
412,60,potted plant,982,320,147,163
412,62,dining table,1007,763,716,598
412,63,person,281,576,357,390
412,64,chair,492,642,143,292
412,75,potted plant,982,371,148,267
412,85,vase,1225,475,74,188
413,58,chair,606,769,375,562
413,59,chair,1393,793,334,550
413,60,potted plant,981,320,147,163
413,62,dining table,1007,763,715,597
413,63,person,281,576,357,390
413,64,chair,492,642,144,293
413,75,potted plant,982,371,147,267
413,85,vase,1224,475,76,189
414,58,chair,606,769,375,561
414,59,chair,1393,793,334,550
414,60,potted plant,981,320,147,162
414,62,dining table,1007,763,714,598
414,63,person,281,576,357,390
414,64,chair,492,642,144,292
414,75,potted plant,982,371,147,267
414,85,vase,1224,475,77,190
414,98,chair,281,577,357,391
415,58,chair,606,768,375,561
415,59,chair,1391,794,335,551
415,60,potted plant,981,320,147,162
415,62,dining table,1008,764,715,598
415,63,person,281,576,357,390
415,64,chair,492,642,144,292
415,75,potted plant,982,371,148,267
415,85,vase,1224,475,78,190
415,98,chair,282,577,357,392
416,58,chair,607,768,374,562
416,59,chair,1391,794,336,551
416,60,potted plant,981,320,147,162
416,62,dining table,1008,763,715,599
416,63,person,281,576,357,390
416,64,chair,492,641,144,292
416,75,potted plant,982,371,149,267
416,85,vase,1224,475,79,190
416,98,chair,282,577,358,391
417,58,chair,606,769,375,565
417,59,chair,1391,795,336,551
417,60,potted plant,982,320,147,162
417,62,dining table,1008,764,716,600
417,63,person,281,576,356,390
417,64,chair,492,641,144,293
417,75,potted plant,982,371,149,267
417,85,vase,1224,475,78,190
417,98,chair,282,577,357,392
418,58,chair,606,770,375,566
418,59,chair,1391,794,336,551
418,60,potted plant,982,320,147,162
418,62,dining table,1008,765,716,601
418,63,person,281,576,356,390
418,64,chair,492,641,144,292
418,75,potted plant,982,371,149,267
418,85,vase,1225,476,77,189
419,58,chair,606,769,375,566
419,59,chair,1390,795,337,551
419,60,potted plant,982,320,147,162
419,62,dining table,1008,764,716,601
419,63,person,281,575,356,390
419,64,chair,492,640,144,291
419,75,potted plant,982,371,150,267
419,85,vase,1225,475,76,189
420,58,chair,606,770,375,565
420,59,chair,1390,795,335,551
420,60,potted plant,982,320,148,162
420,62,dining table,1008,764,717,601
420,63,person,281,575,356,389
420,64,chair,492,640,144,291
420,75,potted plant,982,371,150,268
420,85,vase,1225,475,76,189
421,58,chair,606,770,375,566
421,59,chair,1392,794,334,550
421,60,potted plant,982,320,148,162
421,62,dining table,1007,764,715,599
421,63,person,281,575,356,389
421,64,chair,492,642,144,293
421,75,potted plant,983,371,150,268
421,85,vase,1225,475,76,189
422,58,chair,607,771,374,566
422,59,chair,1390,794,334,551
422,60,potted plant,982,321,148,162
422,62,dining table,1007,764,713,599
422,63,person,281,575,357,389
422,64,chair,492,642,143,294
422,75,potted plant,982,371,150,268
422,85,vase,1225,475,77,190
423,58,chair,607,770,373,566
423,59,chair,1390,795,335,551
423,60,potted plant,982,321,148,162
423,62,dining table,1008,765,714,600
423,63,person,281,575,357,389
423,64,chair,492,642,142,294
423,75,potted plant,982,371,149,268
423,85,vase,1225,475,76,190
424,58,chair,607,770,373,566
424,59,chair,1390,795,335,551
424,60,potted plant,982,321,148,162
424,62,dining table,1008,765,715,600
424,63,person,281,575,357,389
424,64,chair,492,643,142,295
424,75,potted plant,982,371,149,268
424,85,vase,1225,474,74,189
425,58,chair,607,769,373,564
425,59,chair,1390,795,335,551
425,60,potted plant,982,321,148,162
425,62,dining table,1007,764,715,600
425,63,person,281,575,357,390
425,64,chair,492,643,142,295
425,75,potted plant,982,372,150,269
425,85,vase,1225,474,76,189
426,58,chair,607,770,373,564
426,59,chair,1390,795,334,551
426,60,potted plant,982,321,148,162
426,62,dining table,1007,765,715,600
426,63,person,281,574,357,388
426,64,chair,492,642,143,294
426,75,potted plant,983,371,151,268
426,85,vase,1225,474,77,189
427,58,chair,607,769,373,564
427,59,chair,1390,795,334,551
427,60,potted plant,983,321,148,162
427,62,dining table,1008,761,710,591
427,63,person,281,575,357,388
427,64,chair,492,643,143,295
427,75,potted plant,983,371,151,268
427,85,vase,1225,474,77,189
428,58,chair,607,769,373,565
428,59,chair,1392,794,333,550
428,60,potted plant,983,321,148,162
428,62,dining table,1006,762,710,596
428,63,person,281,574,357,387
428,64,chair,492,642,143,295
428,75,potted plant,983,371,151,268
428,85,vase,1225,475,76,188
428,100,chair,282,576,357,389
429,58,chair,606,770,373,566
429,59,chair,1392,794,334,549
429,60,potted plant,984,321,148,162
429,62,dining table,1006,759,706,589
429,63,person,281,574,356,387
429,64,chair,492,642,143,294
429,75,potted plant,984,371,151,268
429,85,vase,1225,474,76,188
429,100,chair,281,576,356,389
430,58,chair,606,771,373,568
430,59,chair,1393,794,334,549
430,60,potted plant,984,321,148,163
430,62,dining table,1005,755,702,581
430,63,person,281,575,356,389
430,64,chair,492,642,143,293
430,75,potted plant,984,371,151,268
430,85,vase,1224,474,78,190
430,100,chair,281,577,356,391
431,58,chair,606,771,373,568
431,59,chair,1393,793,334,549
431,60,potted plant,984,321,147,162
431,62,dining table,1006,758,707,589
431,63,person,281,575,355,389
431,64,chair,492,640,144,289
431,75,potted plant,984,371,150,268
431,85,vase,1225,474,77,189
431,100,chair,281,577,355,391
432,58,chair,606,771,374,569
432,59,chair,1394,794,335,549
432,60,potted plant,983,321,147,162
432,62,dining table,1006,759,708,593
432,63,person,281,575,355,389
432,64,chair,491,639,144,288
432,75,potted plant,983,371,150,268
432,85,vase,1225,474,75,188
432,100,chair,281,576,356,391
433,58,chair,606,771,374,568
433,59,chair,1394,794,335,548
433,60,potted plant,983,321,147,162
433,62,dining table,1006,759,710,594
433,63,person,281,575,356,389
433,64,chair,492,640,144,290
433,75,potted plant,983,371,149,268
433,85,vase,1224,474,77,187
433,100,chair,282,575,358,390
434,58,chair,605,771,375,568
434,59,chair,1394,793,335,549
434,60,potted plant,983,321,147,162
434,62,dining table,1006,759,710,595
434,63,person,281,575,355,389
434,64,chair,491,640,145,292
434,75,potted plant,983,370,150,268
434,85,vase,1225,474,77,188
434,100,chair,282,576,357,391
435,58,chair,605,771,375,568
435,59,chair,1392,794,335,550
435,60,potted plant,983,321,147,162
435,62,dining table,1005,760,713,595
435,63,person,281,575,356,390
435,64,chair,491,641,145,293
435,75,potted plant,983,371,150,268
435,85,vase,1225,474,77,188
435,100,chair,281,577,356,391
436,58,chair,605,770,376,567
436,59,chair,1392,794,336,551
436,60,potted plant,983,321,147,162
436,62,dining table,1006,761,712,598
436,63,person,281,575,356,390
436,64,chair,491,642,145,294
436,75,potted plant,983,371,150,268
436,85,vase,1225,474,76,188
436,100,chair,283,575,360,391
437,58,chair,605,770,376,568
437,59,chair,1391,794,336,551
437,60,potted plant,983,321,147,162
437,62,dining table,1005,761,714,598
437,63,person,281,576,356,391
437,64,chair,491,642,144,294
437,75,potted plant,982,371,149,268
437,85,vase,1225,474,76,188
437,100,chair,282,574,357,391
438,58,chair,605,771,376,568
438,59,chair,1394,794,336,550
438,60,potted plant,983,321,147,162
438,62,dining table,1005,761,714,598
438,63,person,281,576,355,390
438,64,chair,491,643,144,295
438,75,potted plant,982,371,149,268
438,85,vase,1225,474,75,187
439,58,chair,605,769,377,567
439,59,chair,1392,794,338,551
439,60,potted plant,982,321,147,162
439,62,dining table,1004,760,710,595
439,63,person,281,575,355,391
439,64,chair,491,643,144,296
439,75,potted plant,982,371,149,268
439,85,vase,1226,474,75,187
440,58,chair,606,769,376,567
440,59,chair,1392,794,339,551
440,60,potted plant,982,320,148,164
440,62,dining table,1005,762,711,597
440,63,person,280,575,355,389
440,64,chair,491,643,144,295
440,75,potted plant,983,371,150,268
440,85,vase,1226,474,74,187
440,102,chair,281,573,356,389
441,58,chair,606,769,376,568
441,59,chair,1391,795,339,551
441,60,potted plant,983,321,148,163
441,62,dining table,1005,761,712,597
441,63,person,279,575,356,388
441,64,chair,492,643,144,296
441,75,potted plant,983,371,151,268
441,85,vase,1227,474,74,186
441,104,person,62,494,123,597
442,58,chair,607,770,375,567
442,59,chair,1391,795,338,550
442,60,potted plant,982,321,148,165
442,62,dining table,1004,761,713,596
442,63,person,279,574,356,387
442,64,chair,492,642,144,295
442,75,potted plant,983,371,150,268
442,85,vase,1226,474,75,187
442,104,person,62,492,124,619
443,58,chair,607,770,375,568
443,59,chair,1391,794,338,550
443,60,potted plant,982,320,148,165
443,62,dining table,1004,760,712,596
443,63,chair,280,574,355,387
443,64,chair,492,642,144,295
443,75,potted plant,983,371,149,268
443,85,vase,1226,475,75,188
443,104,person,68,445,136,718
444,58,chair,606,770,375,568
444,59,chair,1391,795,338,550
444,60,potted plant,981,321,148,166
444,62,dining table,1005,760,711,595
444,63,person,280,573,354,390
444,64,chair,491,642,144,295
444,75,potted plant,983,371,149,268
444,85,vase,1226,475,75,187
444,104,person,71,423,142,766
444,106,chair,279,574,355,388
445,58,chair,606,770,376,568
445,59,chair,1391,794,339,550
445,60,potted plant,981,321,148,166
445,62,dining table,1005,755,707,585
445,63,person,280,573,354,390
445,64,chair,491,642,144,295
445,75,potted plant,983,371,149,268
445,85,vase,1226,475,74,187
445,104,person,72,415,144,783
445,106,chair,279,574,354,387
446,58,chair,606,771,375,568
446,59,chair,1391,794,339,550
446,60,potted plant,982,321,148,164
446,62,dining table,1003,758,708,591
446,64,chair,492,641,143,293
446,75,potted plant,983,371,150,268
446,85,vase,1227,475,74,186
446,104,person,72,411,143,793
447,58,chair,606,771,375,568
447,59,chair,1391,794,339,550
447,60,potted plant,982,321,149,165
447,62,dining table,1003,759,712,594
447,64,chair,492,641,143,292
447,75,potted plant,983,371,150,267
447,85,vase,1227,476,73,185
447,104,person,71,408,141,791
447,63,chair,280,574,353,388
448,58,chair,606,771,375,566
448,59,chair,1392,794,338,550
448,60,potted plant,981,320,149,165
448,62,dining table,1003,759,713,595
448,64,chair,492,640,143,291
448,75,potted plant,982,371,150,267
448,85,vase,1227,476,73,186
448,104,person,75,406,150,795
448,63,chair,280,576,355,396
449,58,chair,606,771,375,567
449,59,chair,1391,794,337,550
449,60,potted plant,982,321,149,164
449,62,dining table,1004,760,713,595
449,64,chair,492,641,144,293
449,75,potted plant,982,371,150,267
449,85,vase,1227,476,74,187
449,104,person,82,397,164,778
449,63,chair,275,584,368,411
450,58,chair,606,772,375,567
450,59,chair,1392,795,338,550
450,60,potted plant,982,321,148,163
450,62,dining table,1003,760,712,596
450,64,chair,492,642,144,294
450,75,potted plant,982,371,150,267
450,85,vase,1227,476,73,187
450,104,person,90,399,179,783
450,63,person,274,583,367,406
451,58,chair,605,772,374,569
451,59,chair,1391,795,338,550
451,60,potted plant,983,321,148,163
451,62,dining table,999,760,707,595
451,64,chair,492,642,144,295
451,75,potted plant,983,371,150,268
451,85,vase,1227,475,73,188
451,104,person,99,399,197,786
451,63,person,281,580,352,400
452,58,chair,605,772,374,570
452,59,chair,1391,795,339,550
452,60,potted plant,983,321,147,163
452,62,dining table,997,758,703,593
452,64,chair,492,642,143,295
452,75,potted plant,983,371,150,268
452,85,vase,1227,475,73,187
452,104,person,107,410,214,805
452,63,person,297,579,324,395
453,58,chair,605,772,373,571
453,59,chair,1391,794,339,550
453,60,potted plant,983,321,147,163
453,62,dining table,998,759,703,593
453,64,chair,492,641,143,294
453,75,potted plant,984,371,149,267
453,85,vase,1227,475,73,187
453,104,person,116,417,233,815
453,63,person,313,577,291,392
454,58,chair,605,772,374,570
454,59,chair,1391,794,339,550
454,60,potted plant,983,321,148,163
454,62,dining table,998,757,702,590
454,64,chair,492,642,143,295
454,75,potted plant,984,371,149,267
454,85,vase,1226,475,74,187
454,104,person,128,424,255,821
454,63,person,324,577,269,395
455,58,chair,606,771,373,570
455,59,chair,1391,794,338,550
455,60,potted plant,983,321,147,163
455,62,dining table,1001,758,706,590
455,64,chair,492,642,143,294
455,75,potted plant,984,371,149,267
455,85,vase,1226,475,74,189
455,104,person,139,424,277,811
455,63,person,327,579,264,406
456,58,chair,606,770,372,568
456,59,chair,1391,794,337,550
456,60,potted plant,983,321,147,163
456,62,dining table,1002,759,709,591
456,64,chair,492,641,143,295
456,75,potted plant,984,371,149,267
456,85,vase,1226,475,73,189
456,104,person,150,427,297,813
456,63,person,329,593,259,423
457,58,chair,606,769,371,569
457,59,chair,1391,794,338,551
457,60,potted plant,983,321,148,163
457,62,dining table,1003,760,711,592
457,64,chair,492,640,143,294
457,75,potted plant,984,371,149,267
457,85,vase,1227,476,72,189
457,104,person,167,433,313,821
457,63,person,334,599,248,424
458,58,chair,607,769,370,573
458,59,chair,1390,794,337,551
458,60,potted plant,983,321,148,163
458,62,dining table,1002,760,711,592
458,64,chair,492,639,143,292
458,75,potted plant,984,372,149,268
458,85,vase,1227,476,71,188
458,104,person,183,442,317,834
458,63,chair,268,606,385,414
459,58,chair,607,769,369,578
459,59,chair,1390,794,337,550
459,60,potted plant,983,321,148,163
459,62,dining table,1000,760,707,592
459,64,chair,492,640,143,296
459,75,potted plant,984,372,150,268
459,85,vase,1227,477,71,189
459,104,person,201,448,319,845
460,58,chair,608,771,369,578
460,59,chair,1390,794,336,550
460,60,potted plant,983,321,149,163
460,62,dining table,1000,760,707,593
460,64,chair,493,641,142,299
460,75,potted plant,984,372,150,268
460,85,vase,1227,477,71,190
460,104,person,211,450,315,851
461,58,chair,607,771,371,580
461,59,chair,1390,794,337,550
461,60,potted plant,983,320,149,163
461,62,dining table,998,760,704,593
461,64,chair,492,639,142,303
461,75,potted plant,983,371,151,268
461,85,vase,1228,476,70,189
461,104,person,222,448,302,859
462,58,chair,605,770,375,583
462,59,chair,1391,794,338,550
462,60,potted plant,983,320,150,163
462,62,dining table,995,759,692,590
462,64,chair,491,637,146,309
462,75,potted plant,983,371,153,268
462,85,vase,1228,476,69,188
462,104,person,234,447,291,865
463,58,chair,603,770,379,584
463,59,chair,1391,794,338,550
463,60,potted plant,983,321,149,163
463,62,dining table,996,759,697,591
463,64,chair,489,635,149,312
463,75,potted plant,983,371,151,268
463,85,vase,1228,476,70,187
463,104,person,245,447,283,872
464,58,chair,603,770,377,582
464,59,chair,1391,794,337,550
464,60,potted plant,983,321,148,163
464,62,dining table,996,759,696,591
464,64,chair,490,635,147,312
464,75,potted plant,982,371,151,268
464,85,vase,1227,476,71,187
464,104,person,259,444,281,875
465,58,chair,605,773,375,577
465,59,chair,1391,794,337,550
465,60,potted plant,983,321,148,164
465,62,dining table,999,760,703,594
465,64,chair,491,639,145,304
465,75,potted plant,983,372,150,268
465,85,vase,1227,476,71,187
465,104,person,279,444,286,880
466,58,chair,606,775,374,573
466,59,chair,1390,795,335,550
466,60,potted plant,983,321,148,164
466,62,dining table,999,760,701,593
466,64,chair,492,642,144,299
466,75,potted plant,983,372,149,268
466,85,vase,1227,477,72,187
466,104,person,295,442,283,879
466,114,person,167,589,130,296
467,58,chair,607,777,371,574
467,59,chair,1391,794,336,550
467,60,potted plant,983,321,148,164
467,62,dining table,1001,760,703,594
467,64,chair,493,642,141,295
467,75,potted plant,983,372,149,268
467,85,vase,1226,477,73,188
467,104,person,311,442,281,879
467,114,person,167,584,132,304
468,58,chair,608,776,369,572
468,59,chair,1390,794,335,550
468,60,potted plant,983,321,148,164
468,62,dining table,1002,761,704,594
468,64,chair,494,644,139,298
468,75,potted plant,983,372,149,268
468,85,vase,1225,476,74,189
468,104,person,328,442,279,877
468,114,person,172,577,142,318
469,58,chair,601,773,384,577
469,59,chair,1390,794,334,550
469,60,potted plant,983,320,148,164
469,62,dining table,1005,762,709,595
469,64,chair,486,641,155,306
469,75,potted plant,983,371,150,268
469,85,vase,1225,476,75,188
469,104,person,346,443,280,877
469,114,person,177,569,152,332
470,58,chair,603,775,382,574
470,59,chair,1390,794,335,551
470,60,potted plant,983,320,149,163
470,62,dining table,1007,761,709,595
470,75,potted plant,983,371,151,268
470,85,vase,1225,476,75,187
470,104,person,365,445,287,875
470,114,person,182,556,165,378
471,58,chair,606,777,376,569
471,59,chair,1390,794,335,550
471,60,potted plant,983,320,149,163
471,62,dining table,1006,762,710,596
471,75,potted plant,983,371,151,268
471,85,vase,1224,476,77,187
471,104,person,380,448,286,872
471,114,person,192,551,184,386
472,58,chair,607,778,375,570
472,59,chair,1392,794,337,553
472,60,potted plant,983,320,148,163
472,62,dining table,1007,762,712,597
472,75,potted plant,982,371,151,268
472,85,vase,1224,476,76,187
472,104,person,394,450,289,871
472,114,person,199,538,200,420
473,58,chair,607,777,377,569
473,59,chair,1392,793,336,551
473,60,potted plant,983,320,149,163
473,62,dining table,1005,763,713,600
473,75,potted plant,983,371,152,268
473,85,vase,1224,476,76,187
473,104,person,409,450,303,861
473,114,person,207,545,213,401
474,58,chair,607,777,377,572
474,59,chair,1391,794,335,551
474,60,potted plant,983,320,149,163
474,62,dining table,1004,765,715,601
474,75,potted plant,982,371,153,268
474,85,vase,1224,476,79,187
474,104,person,421,455,319,855
474,114,person,216,545,231,399
475,58,chair,609,778,371,571
475,59,chair,1391,793,334,551
475,60,potted plant,983,320,149,163
475,62,dining table,1005,765,715,602
475,75,potted plant,982,371,153,268
475,85,vase,1224,476,79,187
475,104,person,436,461,340,854
475,114,person,227,556,250,385
476,58,chair,611,778,366,572
476,59,chair,1391,793,334,551
476,60,potted plant,983,320,150,163
476,62,dining table,1005,765,717,602
476,75,potted plant,983,371,153,267
476,85,vase,1224,476,79,187
476,104,person,448,448,345,823
476,114,person,240,561,277,380
477,58,chair,610,778,366,573
477,59,chair,1392,793,334,551
477,60,potted plant,983,320,150,163
477,62,dining table,1005,765,719,604
477,75,potted plant,983,371,153,268
477,85,vase,1223,476,81,187
477,104,person,484,425,300,782
477,114,person,256,563,309,378
478,58,chair,608,775,372,577
478,59,chair,1392,793,334,551
478,60,potted plant,983,320,150,163
478,62,dining table,1005,766,722,605
478,75,potted plant,983,371,153,267
478,85,vase,1222,476,82,187
478,104,person,514,413,288,749
478,114,chair,271,564,339,377
479,58,chair,608,772,373,577
479,59,chair,1392,793,333,551
479,60,potted plant,983,320,149,164
479,62,dining table,1003,764,725,603
479,75,potted plant,983,371,152,267
479,85,vase,1223,476,81,188
479,104,person,534,410,279,744
479,114,chair,281,574,356,396
480,58,chair,610,771,371,580
480,59,chair,1392,793,334,551
480,60,potted plant,983,320,149,163
480,62,dining table,1003,764,725,606
480,75,potted plant,983,371,151,267
480,85,vase,1223,476,80,188
480,104,person,552,417,276,756
480,114,chair,284,586,363,414
481,58,chair,608,772,375,578
481,59,chair,1391,794,334,552
481,60,potted plant,983,321,148,163
481,62,dining table,1006,762,720,599
481,75,potted plant,983,371,150,267
481,85,vase,1223,476,81,187
481,104,person,565,374,269,678
481,114,chair,285,582,363,405
482,58,chair,608,772,375,582
482,59,chair,1393,793,334,551
482,60,potted plant,982,321,147,163
482,62,dining table,1009,760,715,597
482,75,potted plant,983,370,149,266
482,85,vase,1223,476,83,188
482,104,person,580,359,269,652
482,114,chair,284,576,363,395
483,58,chair,608,768,374,578
483,59,chair,1392,794,336,552
483,60,potted plant,983,321,147,163
483,62,dining table,1009,760,716,594
483,75,potted plant,983,370,149,266
483,85,vase,1224,476,81,187
483,104,person,593,358,271,655
483,114,chair,284,575,363,392
484,58,chair,608,770,373,574
484,59,chair,1391,794,336,552
484,60,potted plant,983,321,148,163
484,62,dining table,1012,760,711,594
484,75,potted plant,983,370,150,266
484,85,vase,1224,476,81,187
484,104,person,608,363,283,667
484,114,chair,284,576,362,390
485,58,chair,608,764,372,589
485,59,chair,1391,794,336,552
485,60,potted plant,983,321,148,163
485,62,dining table,1020,760,692,602
485,75,potted plant,982,370,151,266
485,85,vase,1225,476,78,188
485,104,person,622,367,288,672
485,114,person,284,576,363,390
486,58,chair,610,753,367,613
486,59,chair,1390,794,334,552
486,60,potted plant,983,321,149,163
486,62,dining table,1027,761,675,605
486,75,potted plant,983,370,152,266
486,85,vase,1226,476,76,188
486,104,person,628,375,291,686
486,114,person,283,574,361,390
487,58,chair,609,745,368,632
487,59,chair,1392,794,334,551
487,60,potted plant,983,321,150,163
487,62,dining table,1034,762,661,603
487,75,potted plant,983,371,153,266
487,85,vase,1226,476,77,188
487,104,person,634,379,289,691
487,114,person,283,574,361,389
488,58,chair,611,747,366,628
488,59,chair,1391,794,334,552
488,60,potted plant,983,321,150,163
488,62,dining table,1036,763,657,603
488,75,potted plant,983,371,154,266
488,85,vase,1226,476,77,189
488,104,person,641,383,289,696
488,114,person,283,574,360,389
488,118,chair,280,574,354,385
489,58,chair,612,747,368,630
489,59,chair,1391,794,335,552
489,60,potted plant,983,321,150,163
489,62,dining table,1034,762,661,601
489,75,potted plant,983,371,154,266
489,85,vase,1226,477,75,188
489,104,person,647,393,290,712
489,114,person,283,574,359,389
489,118,chair,280,574,354,385
490,58,chair,619,746,383,625
490,59,chair,1391,794,336,552
490,60,potted plant,983,321,150,163
490,62,dining table,1032,763,667,603
490,75,potted plant,983,371,154,266
490,85,vase,1226,477,75,187
490,104,person,659,406,305,737
490,114,person,282,574,359,389
490,118,chair,280,574,355,386
491,58,chair,614,746,378,627
491,59,chair,1391,794,336,552
491,60,potted plant,983,321,150,163
491,62,dining table,1030,762,670,604
491,75,potted plant,983,370,154,266
491,85,vase,1226,477,75,187
491,104,person,672,406,317,736
491,114,person,282,574,358,389
491,118,chair,280,574,355,386
492,58,chair,615,746,379,627
492,59,chair,1391,794,336,552
492,60,potted plant,983,321,150,163
492,62,dining table,1034,763,663,603
492,75,potted plant,983,371,154,267
492,85,vase,1226,476,74,188
492,104,person,681,430,324,783
492,114,person,282,574,358,390
492,118,chair,281,574,356,387
493,58,chair,620,747,388,625
493,59,chair,1391,794,337,552
493,60,potted plant,983,321,150,163
493,62,dining table,1038,763,656,600
493,75,potted plant,982,371,155,267
493,85,vase,1226,476,75,188
493,104,person,692,445,325,811
493,114,person,282,574,358,389
493,118,chair,280,574,355,386
494,58,chair,621,744,390,620
494,59,chair,1391,794,335,551
494,60,potted plant,983,321,150,163
494,62,dining table,1041,763,650,600
494,75,potted plant,982,371,156,267
494,85,vase,1227,476,74,188
494,104,person,695,431,308,781
494,114,person,282,574,358,390
494,118,chair,280,575,355,385
495,58,chair,615,748,383,615
495,59,chair,1390,794,334,551
495,60,potted plant,982,321,150,163
495,62,dining table,1044,764,644,599
495,75,potted plant,981,371,156,267
495,85,vase,1227,476,73,187
495,104,person,700,451,302,821
495,114,person,282,574,357,389
495,118,chair,281,574,355,386
496,58,chair,611,755,376,608
496,59,chair,1390,795,334,551
496,60,potted plant,982,321,151,164
496,62,dining table,1049,764,635,598
496,75,potted plant,979,371,160,267
496,85,vase,1227,476,74,188
496,104,person,707,444,302,807
496,114,person,282,575,357,390
496,118,chair,281,574,355,387
497,58,chair,608,757,372,590
497,59,chair,1390,795,334,551
497,60,potted plant,982,321,151,164
497,62,dining table,1053,766,627,597
497,75,potted plant,975,371,168,267
497,85,vase,1226,476,76,187
497,104,person,715,451,306,819
497,114,chair,281,576,357,389
497,118,person,280,575,356,390
498,58,chair,606,722,372,524
498,59,chair,1390,794,334,552
498,60,potted plant,982,321,150,164
498,62,dining table,1056,766,621,597
498,75,potted plant,969,371,178,267
498,85,vase,1226,476,77,187
498,104,person,721,451,312,821
498,114,chair,281,577,357,389
498,118,person,280,575,356,391
499,58,chair,609,744,373,568
499,59,chair,1391,795,334,551
499,60,potted plant,982,320,150,164
499,62,dining table,1059,767,617,596
499,75,potted plant,970,371,176,268
499,85,vase,1225,475,79,188
499,104,person,729,454,314,828
499,114,chair,281,577,357,389
499,118,person,281,575,356,391
